timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2025-02-12,185.9,186.48,184.03,186.16,178.867037132914,4724021,0.0,1.0
2025-02-13,184.28,184.77,182.36,183.7,176.503409547252,4290453,0.0,1.0
2025-02-14,185.0,185.0,182.26,183.57,176.378502398416,3173391,0.0,1.0
2025-02-15,183.62,186.98,183.62,186.87,179.549222330402,4714301,0.0,1.0
2025-02-16,186.63,188.95,185.9452,187.64,180.289056981199,4842840,0.0,1.0
2025-02-20,187.64,188.77,183.06,183.44,176.25359524958,4247181,0.0,1.0
2025-02-21,182.56,183.03,178.75,179.7,172.660112659995,4728473,0.0,1.0
2025-02-22,182.45,184.55,181.93,184.21,176.993429900377,5078398,0.0,1.0
2025-02-23,184.9,186.455,184.57,185.72,178.444274475316,3433800,0.0,1.0
2025-02-26,185.6,186.125,184.06,184.13,176.916563962632,4620815,0.0,1.0
2025-02-27,184.16,185.13,182.62,184.87,177.627573886774,3641378,0.0,1.0
2025-02-28,184.63,185.37,183.55,185.3,178.040728302154,3216345,0.0,1.0
2025-03-01,185.49,188.38,185.18,188.2,180.827118545415,4018354,0.0,1.0
2025-03-04,187.76,193.898,187.6,193.06,185.496724263432,7938266,0.0,1.0
2025-03-05,192.0,193.94,190.57,191.95,184.430209377218,5653641,0.0,1.0
2025-03-06,193.5,198.13,192.96,196.16,188.475279351055,6945818,0.0,1.0
2025-03-07,197.58,198.73,196.14,196.54,188.840392555345,4604458,0.0,1.0
2025-03-08,196.06,197.77,194.38,195.95,188.273506264474,3943113,0.0,1.0
2025-03-11,195.09,195.38,190.88,191.73,184.218828048419,4712688,0.0,1.0
2025-03-12,192.46,199.18,192.15,197.78,190.031814590394,5862512,0.0,1.0
2025-03-13,197.55,198.1,195.32,196.7,188.994124430835,3960737,0.0,1.0
2025-03-14,196.95,197.748,192.12,193.43,185.852229225503,4102202,0.0,1.0
2025-03-15,191.99,193.0573,190.7,191.07,183.584684062022,8828184,0.0,1.0
2025-03-18,191.7,193.23,190.32,191.69,184.180395079546,5410562,0.0,1.0
2025-03-19,191.49,193.58,190.28,193.34,185.76575504554,5317341,0.0,1.0
2025-03-20,192.87,193.98,191.31,193.96,186.361466063064,3238643,0.0,1.0
2025-03-21,193.0,193.37,190.01,191.9,184.382168166127,6013561,0.0,1.0
2025-03-22,192.0,192.985,190.51,190.84,183.363694491004,3988398,0.0,1.0
2025-03-25,190.26,190.82,188.75,188.79,181.394004836285,3718289,0.0,1.0
2025-03-26,189.02,190.0,188.5,188.5,181.115365811959,4229535,0.0,1.0
2025-03-27,189.6,190.96,188.6,190.8,183.325261522132,3693305,0.0,1.0
2025-03-28,190.94,191.9299,190.34,190.96,183.478993397622,3742169,0.0,1.0
2025-04-01,190.0,190.46,188.52,189.83,182.393262026972,2362586,0.0,1.0
2025-04-02,189.14,189.8,187.6,188.88,181.480479016249,2689711,0.0,1.0
2025-04-03,188.6,191.35,188.485,190.9,183.421343944313,2818910,0.0,1.0
2025-04-04,192.0,193.28,187.34,187.94,180.577304247743,2924438,0.0,1.0
2025-04-05,188.59,190.32,188.02,189.14,181.73029331392,2012428,0.0,1.0
2025-04-08,189.24,190.24,188.9118,189.82,182.383653784754,2673611,0.0,1.0
2025-04-09,190.54,191.25,186.66,189.31,181.893633431629,2790673,0.0,1.0
2025-04-10,187.42,187.915,185.52,186.04,178.751738226297,3081915,0.0,1.0
2025-04-11,186.04,186.795,184.58,185.9,178.617222835243,2861736,0.0,1.0
2025-04-12,184.0,185.1699,181.685,182.27,175.129430910058,3547378,0.0,1.0
2025-04-15,185.57,187.48,180.88,181.25,174.149390203807,3528140,0.0,1.0
2025-04-16,185.59,185.71,182.86,183.75,176.551450758342,4473654,0.0,1.0
2025-04-17,184.16,184.67,181.78,183.1,175.926915014163,3003033,0.0,1.0
2025-04-18,182.35,183.46,180.17,181.47,174.360771532606,2886733,0.0,1.0
2025-04-19,182.43,182.8,180.57,181.58,174.466462197006,3037990,0.0,1.0
2025-04-22,182.45,183.315,180.45,181.9,174.773925947986,3076451,0.0,1.0
2025-04-23,182.73,184.68,179.0,182.19,175.052564972312,5950229,0.0,1.0
2025-04-24,183.17,184.29,181.4,184.1,176.887739235977,7616643,0.0,1.0
2025-04-25,168.2,172.45,165.66,168.91,162.292819306621,16702150,0.0,1.0
2025-04-26,167.5,167.87,165.73,167.13,160.582552191792,8983796,0.0,1.0
2025-04-29,167.4,168.22,166.225,167.43,160.870799458336,5263342,0.0,1.0
2025-04-30,166.49,166.76,165.2605,166.2,159.688985665505,6011634,0.0,1.0
2025-05-01,165.69,166.27,164.3,164.43,157.988326792894,4030960,0.0,1.0
2025-05-02,164.35,164.88,162.62,164.69,158.238141090565,3829853,0.0,1.0
2025-05-03,165.0,166.61,164.92,165.71,159.218181796816,3400405,0.0,1.0
2025-05-06,166.5,168.67,166.38,168.61,162.004572040077,4222266,0.0,1.0
2025-05-07,169.0,169.29,167.94,168.38,161.78358246906,3155260,0.0,1.0
2025-05-08,168.01,170.26,167.9,169.9,163.244035286217,3522011,0.0,1.0
2025-05-09,167.5,167.55,165.88,166.27,161.360819811461,4266616,1.67,1.0
2025-05-10,167.13,168.07,166.32,167.15,162.21483750217,2255370,0.0,1.0
2025-05-13,167.5,168.06,166.76,167.56,162.612732108068,2414859,0.0,1.0
2025-05-14,167.86,168.13,166.48,167.36,162.418637178362,2600967,0.0,1.0
2025-05-15,167.94,168.35,167.34,168.26,163.292064362041,4468823,0.0,1.0
2025-05-16,168.26,169.63,167.79,168.97,163.981101362498,3492267,0.0,1.0
2025-05-17,168.97,169.11,167.33,169.03,164.03932984141,2956387,0.0,1.0
2025-05-20,169.0,170.16,168.38,169.92,164.903052278604,2726261,0.0,1.0
2025-05-21,169.94,174.97,169.94,173.47,168.348237280894,6459800,0.0,1.0
2025-05-22,173.39,174.99,172.76,173.69,168.561741703571,3294900,0.0,1.0
2025-05-23,175.39,175.46,170.435,170.67,165.630908265003,3341335,0.0,1.0
2025-05-24,171.48,172.01,170.21,170.89,165.84441268768,2587829,0.0,1.0
2025-05-28,170.44,171.085,168.65,169.66,164.650728869986,2629645,0.0,1.0
2025-05-29,168.0,168.63,166.21,167.05,162.117790037317,4206576,0.0,1.0
2025-05-30,165.56,166.73,164.23,165.63,160.739716036401,3852963,0.0,1.0
2025-05-31,165.7,166.97,163.84,166.85,161.92369510761,4905002,0.0,1.0
2025-06-03,166.54,166.78,163.53,165.28,160.400049909414,2776058,0.0,1.0
2025-06-04,164.6,166.4,163.88,165.81,160.914401473137,2594203,0.0,1.0
2025-06-05,166.41,167.79,165.78,167.38,162.438046671332,3049377,0.0,1.0
2025-06-06,167.38,168.44,166.8,168.2,163.233835883129,2207263,0.0,1.0
2025-06-07,168.18,171.305,168.06,170.01,164.990394996972,3475495,0.0,1.0
2025-06-10,169.55,170.76,168.88,170.38,165.349470616929,3444684,0.0,1.0
2025-06-11,169.98,170.0,166.81,169.32,164.320767489485,2951251,0.0,1.0
2025-06-12,171.35,172.47,168.101,169.0,164.010215601954,3522698,0.0,1.0
2025-06-13,169.01,169.59,168.335,169.12,164.126672559778,3525717,0.0,1.0
2025-06-14,168.29,169.47,167.23,169.21,164.214015278146,2777717,0.0,1.0
2025-06-17,168.76,169.72,167.5,169.5,164.495452926221,3239815,0.0,1.0
2025-06-18,170.0,170.75,168.38,170.55,165.514451307179,3386442,0.0,1.0
2025-06-20,174.08,174.28,171.22,173.92,168.784950872733,4723078,0.0,1.0
2025-06-21,173.97,174.96,171.4,172.46,167.368057885876,10182025,0.0,1.0
2025-06-24,175.0,178.4599,174.15,175.01,169.842768239633,4864735,0.0,1.0
2025-06-25,175.14,175.7526,171.42,172.6,167.503924336671,4119267,0.0,1.0
2025-06-26,171.28,172.68,170.41,171.87,166.795477843242,2779016,0.0,1.0
2025-06-27,171.12,172.5,170.48,170.85,165.805593701739,2894001,0.0,1.0
2025-06-28,170.85,173.46,170.53,172.95,167.843590463657,4193459,0.0,1.0
2025-07-01,173.45,176.46,173.38,175.1,169.930110958001,3320961,0.0,1.0
2025-07-02,174.84,177.485,174.32,177.3,172.065155184772,2883275,0.0,1.0
2025-07-03,177.88,177.98,175.17,175.73,170.541509986577,1649049,0.0,1.0
2025-07-05,175.74,176.09,173.95,176.02,170.822947634651,2085970,0.0,1.0
2025-07-08,176.41,178.59,176.01,177.64,172.395116565273,2503038,0.0,1.0
2025-07-09,177.6,177.7,175.58,176.48,171.269365972976,2513305,0.0,1.0
2025-07-10,176.6,178.22,174.45,177.84,172.58921149498,3462182,0.0,1.0
